time(s):3000

task_number:90

edge_number:10

limit:10

task information:
req_u2e_size:270000
process_loading:1080000
req_e2u_size:96

Episode:  0 Reward: 191893###  r_var: 1.00 b_var: 1.00 
Episode:191 Reward: 198128###  r_var: 0.44 b_var: 0.44 
Episode:192 Reward: 197810###  r_var: 0.43 b_var: 0.43 
Episode:193 Reward: 198195###  r_var: 0.43 b_var: 0.43 
Episode:194 Reward: 197559###  r_var: 0.43 b_var: 0.43 
Episode:195 Reward: 198771###  r_var: 0.43 b_var: 0.43 
Episode:196 Reward: 198268###  r_var: 0.43 b_var: 0.43 
Episode:197 Reward: 197547###  r_var: 0.42 b_var: 0.42 
Episode:198 Reward: 198403###  r_var: 0.42 b_var: 0.42 
Episode:199 Reward: 198520###  r_var: 0.42 b_var: 0.42 
Episode:200 Reward: 198499###  r_var: 0.42 b_var: 0.42 
Episode:201 Reward: 198048###  r_var: 0.42 b_var: 0.42 
Episode:202 Reward: 198078###  r_var: 0.41 b_var: 0.41 
Episode:203 Reward: 198624###  r_var: 0.41 b_var: 0.41 
Episode:204 Reward: 198587###  r_var: 0.41 b_var: 0.41 
Episode:205 Reward: 198236###  r_var: 0.41 b_var: 0.41 
Episode:206 Reward: 198710###  r_var: 0.41 b_var: 0.41 
Episode:207 Reward: 198474###  r_var: 0.39 b_var: 0.39 
Episode:208 Reward: 198482###  r_var: 0.39 b_var: 0.39 
Episode:209 Reward: 198675###  r_var: 0.39 b_var: 0.39 
Episode:210 Reward: 198462###  r_var: 0.39 b_var: 0.39 
Episode:211 Reward: 197834###  r_var: 0.39 b_var: 0.39 
Episode:212 Reward: 198526###  r_var: 0.39 b_var: 0.39 
Episode:213 Reward: 198929###  r_var: 0.39 b_var: 0.39 
Episode:214 Reward: 198244###  r_var: 0.39 b_var: 0.39 
Episode:215 Reward: 200027###  r_var: 0.39 b_var: 0.39 
Episode:216 Reward: 197991###  r_var: 0.38 b_var: 0.38 
Episode:217 Reward: 198401###  r_var: 0.38 b_var: 0.38 
Episode:218 Reward: 198804###  r_var: 0.38 b_var: 0.38 
Episode:219 Reward: 199403###  r_var: 0.38 b_var: 0.38 
Episode:220 Reward: 198410###  r_var: 0.38 b_var: 0.38 
Episode:221 Reward: 198035###  r_var: 0.38 b_var: 0.38 
Episode:222 Reward: 199134###  r_var: 0.38 b_var: 0.38 
Episode:223 Reward: 198790###  r_var: 0.38 b_var: 0.38 
Episode:224 Reward: 199906###  r_var: 0.38 b_var: 0.38 
Episode:225 Reward: 199149###  r_var: 0.37 b_var: 0.37 
Episode:226 Reward: 198358###  r_var: 0.37 b_var: 0.37 
Episode:227 Reward: 199077###  r_var: 0.37 b_var: 0.37 
Episode:228 Reward: 198447###  r_var: 0.37 b_var: 0.37 
Episode:229 Reward: 199525###  r_var: 0.37 b_var: 0.37 
Episode:230 Reward: 199007###  r_var: 0.37 b_var: 0.37 
Episode:231 Reward: 199383###  r_var: 0.36 b_var: 0.36 
Episode:232 Reward: 200125###  r_var: 0.36 b_var: 0.36 
Episode:233 Reward: 199393###  r_var: 0.36 b_var: 0.36 
Episode:234 Reward: 199685###  r_var: 0.36 b_var: 0.36 
Episode:235 Reward: 199049###  r_var: 0.36 b_var: 0.36 
Episode:236 Reward: 198735###  r_var: 0.35 b_var: 0.35 
